OBJECTID,JDMC,ATM,KTV,三星级酒店,专科医院,世界遗产,中介,中国菜,中学,乒乓球,二手车,五星级酒店,产业园,会展展览,住宅区,便利店,保险,保龄球,信息咨询中心,停车场,健身中心,充电站,免税店,公交站,公共事业,公厕,公司,公园,其他,其他能源站,写字楼,农家乐,农林牧渔,冰雪运动,别墅区,剧场,加气站,加油站,动物医疗,动物园,医药销售,博物馆,口岸,台球,咖啡,商业街,商住两用楼宇,四星级酒店,图书馆,地铁,培训单位,壁球,外国菜,天文馆,宗教,家居建材,家电数码,宿舍,小吃快餐,小学,工业大楼,工厂,市场,幼儿园,广场,广播电视,度假养老,彩票销售,急救中心,成人教育,户外健身场所,投资理财,摄影打印,收费站,文体用品,文化宫,新闻出版,旅馆,景点,服务区,档案馆,棋牌室,植物园,橄榄球,水上运动,水族馆,汽车养护,汽车租赁,汽车维修,汽车配件,汽车销售,洗浴推拿,洗衣,洗车,港口码头,游乐场,游泳,火车,物流,电影院,电讯营业厅,疾病预防,百货商场,社区中心,科技馆,科研单位,篮球,红色旅游,纪念馆,经济型连锁酒店,综合体育馆,综合医院,网吧,网球,美容理发,美术展览,羽毛球,职业技术教育,艺术团体,花鸟鱼虫,茶座,蛋糕甜品店,诊所,购物中心,超市,足球,跆拳道,轮渡,邮局,酒吧,银行,长途汽车,露营地,青旅,飞机,马术&赛马,驾校,高尔夫球,高等教育
366,梅林街道,15,2,1,23,0,47,353,6,3,0,0,7,3,90,138,1,0,1,318,28,28,1,42,1,59,339,13,1049,0,33,0,0,0,0,1,0,3,5,0,65,0,0,2,20,0,4,0,4,21,113,0,18,0,1,86,29,5,104,5,0,1,99,21,1,0,1,28,0,3,0,7,14,0,33,1,1,16,3,0,9,5,0,0,0,0,18,2,40,11,29,42,16,4,2,2,5,0,48,1,7,6,8,0,0,6,5,0,0,0,2,12,4,4,163,2,1,0,0,18,35,67,24,1,14,0,4,0,1,15,17,0,0,0,0,0,5,1,0
367,香蜜湖街道,15,1,0,23,0,49,175,7,1,1,0,19,3,94,68,3,0,0,345,42,42,0,50,0,72,362,16,932,0,28,0,0,0,1,5,0,1,4,0,38,1,0,0,28,4,4,0,5,24,152,0,23,0,3,36,27,2,49,6,0,1,41,22,3,0,0,6,0,0,0,1,18,0,21,0,0,1,3,0,0,3,1,0,0,0,9,4,7,11,5,17,7,1,0,9,8,0,21,2,4,7,6,0,0,3,5,0,0,1,5,10,1,14,100,3,3,2,4,28,19,30,13,2,26,6,5,0,2,16,17,0,0,1,0,0,4,1,5
368,东晓街道,7,0,0,5,0,16,233,3,0,1,1,4,0,68,142,1,0,0,143,7,20,0,33,0,27,203,4,510,0,21,0,1,0,0,0,0,2,0,0,32,0,0,3,1,2,1,1,2,7,53,0,6,0,1,99,33,1,86,7,0,2,67,21,1,0,0,10,0,0,0,0,11,0,14,0,0,4,1,0,0,3,0,0,0,0,11,0,20,13,8,11,3,1,0,0,1,0,82,0,4,7,2,0,1,1,2,0,1,1,0,5,5,0,89,0,0,0,0,5,1,35,6,1,13,0,0,0,2,7,4,0,0,0,0,0,4,0,0
369,东湖街道,19,2,2,19,0,54,380,7,1,2,2,12,4,89,250,0,0,0,212,28,33,0,57,0,59,314,9,1212,0,33,9,6,0,1,0,0,3,4,1,66,2,0,3,17,1,5,0,7,9,116,0,6,0,9,108,33,5,95,8,2,9,108,27,3,0,0,14,0,0,0,0,21,0,18,2,1,27,12,2,0,2,1,0,0,0,14,1,35,8,5,23,11,4,0,10,8,0,68,2,16,8,4,0,0,6,3,0,1,0,2,10,5,0,137,5,0,0,1,18,17,39,26,1,29,1,5,0,7,10,15,0,0,0,0,1,9,0,3
370,东门街道,5,5,1,23,0,20,215,4,0,2,0,0,0,84,101,2,0,0,206,10,15,0,19,0,31,230,6,931,0,29,1,0,0,0,1,0,1,4,0,45,0,0,0,7,2,12,1,3,5,64,0,8,0,0,195,31,4,60,4,0,1,81,7,1,2,0,15,0,0,0,3,12,0,27,3,1,6,0,0,0,6,0,0,0,0,7,1,8,3,0,19,5,1,0,4,3,0,42,0,3,3,9,1,0,2,2,0,0,8,2,2,3,0,101,0,0,0,0,14,5,41,7,5,10,0,1,0,1,2,8,0,0,0,0,0,2,0,2
371,莲塘街道,9,2,1,13,0,44,263,4,2,0,0,10,0,72,122,1,0,0,162,12,24,1,36,0,32,177,5,684,0,25,2,1,0,6,0,0,1,2,0,35,1,0,2,9,0,1,0,1,17,86,0,7,0,2,64,24,4,64,3,1,3,60,19,2,0,2,12,0,0,0,0,20,0,9,0,0,12,7,0,0,1,11,0,0,0,13,1,7,0,1,19,9,1,0,1,8,0,44,1,8,3,2,0,0,1,3,0,0,1,2,7,0,3,82,0,2,0,1,9,6,36,13,1,15,3,1,0,5,3,9,0,0,0,0,0,6,0,0
372,黄贝街道,25,9,3,51,0,119,761,11,4,1,0,2,0,216,403,7,0,1,537,30,30,1,65,1,102,524,18,1910,0,85,0,2,0,0,3,0,5,8,1,140,2,0,11,32,3,22,4,7,21,269,0,37,0,4,135,76,13,226,21,0,0,227,44,10,2,4,25,0,0,1,6,45,0,36,1,1,13,3,0,1,17,1,0,0,0,13,7,23,7,9,91,20,3,0,9,9,0,160,3,24,12,13,4,0,7,6,0,0,10,4,28,13,2,319,4,1,2,2,57,37,143,33,7,42,2,6,0,12,19,36,0,0,2,0,0,8,0,2
373,清水河街道,2,0,1,3,0,5,81,1,0,1,0,4,2,52,55,0,0,0,120,8,12,0,30,0,14,147,6,245,0,15,0,0,0,13,0,0,1,0,0,6,1,0,0,1,0,4,1,2,3,7,0,0,0,0,50,5,3,19,1,0,3,8,7,3,0,0,2,0,0,0,1,4,0,3,0,0,2,0,0,0,2,0,0,0,0,12,0,31,23,48,7,0,2,0,0,1,0,50,1,1,2,1,0,0,2,1,0,0,2,0,7,0,4,18,1,0,0,0,3,2,4,1,0,5,0,0,0,0,0,1,2,0,0,0,1,0,3,0
374,南湾街道,27,9,2,50,0,255,1481,8,2,23,1,165,4,174,627,2,0,0,528,54,84,0,127,0,86,1833,10,3614,0,82,1,15,0,8,0,1,3,13,0,187,7,0,11,29,15,6,2,6,18,445,0,35,0,6,459,161,4,487,7,0,69,292,47,3,0,1,51,0,1,0,2,78,4,63,1,0,78,2,0,0,12,0,0,0,0,54,19,100,51,60,112,20,10,2,7,9,0,607,7,40,14,11,0,1,1,16,1,0,5,5,26,29,3,529,15,5,0,5,106,17,178,59,4,94,3,11,0,12,21,23,1,0,0,0,0,41,0,0
375,南澳街道,6,1,8,0,0,1,190,4,0,0,3,0,0,22,105,0,0,1,108,0,13,0,58,0,43,88,7,793,1,0,3,5,0,3,1,0,1,0,0,5,1,0,0,2,2,0,4,2,0,12,0,2,0,11,19,2,2,16,2,0,0,75,1,4,1,19,1,0,0,0,0,6,0,6,1,0,249,7,0,0,0,0,0,3,0,0,1,2,1,0,4,0,0,4,0,0,0,8,1,2,2,0,3,0,4,0,0,0,2,0,5,0,0,9,0,0,0,0,1,2,13,3,0,6,0,0,1,1,2,4,0,9,0,0,0,1,1,0
376,坂田街道,46,13,1,79,0,216,2729,8,2,22,0,240,5,339,921,6,0,1,924,96,98,3,146,0,110,3238,14,5597,0,226,1,13,2,1,1,0,4,31,0,303,0,0,16,67,19,63,7,13,57,555,0,96,0,10,790,290,18,847,9,4,50,413,79,6,0,0,55,1,2,1,11,136,0,119,1,0,175,2,0,0,50,0,0,1,0,97,27,161,51,129,176,34,25,1,20,14,1,744,7,58,22,35,2,0,9,15,0,1,9,9,32,72,3,883,1,14,1,1,138,55,359,73,12,155,5,8,0,22,34,53,0,0,9,0,2,68,2,2
377,坑梓街道,18,11,1,22,0,41,984,10,0,2,0,110,0,79,735,4,0,1,142,8,32,0,136,2,57,1580,7,1947,0,25,4,9,0,0,2,0,6,3,0,159,2,0,6,6,3,4,0,6,2,111,0,18,0,5,546,144,12,271,7,0,127,189,31,5,0,3,37,0,4,0,0,41,6,42,0,0,72,5,0,0,2,0,0,0,0,49,2,52,46,33,60,7,5,0,6,4,0,158,8,22,10,16,1,0,4,5,0,0,2,3,13,21,0,334,1,2,4,3,26,5,116,28,4,78,1,7,0,11,11,12,1,0,0,0,0,43,0,1
378,坪地街道,22,12,4,21,0,16,1031,10,0,23,0,127,1,92,668,8,0,1,173,7,28,1,105,1,53,2233,12,2161,0,25,11,8,0,5,0,0,5,9,0,132,0,0,4,10,5,2,0,3,5,103,0,11,0,7,598,199,6,335,4,0,186,196,37,0,0,6,40,0,0,0,2,53,10,40,1,0,82,3,1,0,2,0,0,0,0,45,5,80,57,35,73,10,3,0,5,2,0,173,2,39,7,13,0,0,5,4,0,0,1,0,24,26,0,313,1,0,0,0,31,9,106,36,5,90,2,1,0,11,5,21,1,0,1,0,0,43,0,1
379,布吉街道,47,22,2,84,0,306,2020,18,2,11,2,115,8,379,891,10,1,2,605,61,86,0,139,1,126,1771,13,4848,0,146,1,5,1,11,1,0,6,10,0,299,3,0,16,43,16,28,4,5,30,464,0,63,0,8,971,274,6,609,16,0,67,454,81,6,0,2,67,1,3,0,6,95,8,96,1,0,76,7,0,0,28,0,0,0,0,60,28,84,90,24,161,34,11,1,10,17,33,420,4,58,15,27,3,0,5,9,0,2,13,6,38,32,8,739,0,5,2,1,121,29,324,92,5,130,1,20,0,15,34,41,3,0,7,0,0,43,0,0
380,平湖街道,43,17,3,50,0,108,2094,12,3,33,0,201,7,155,1151,11,0,1,559,38,78,4,152,2,155,4773,17,5615,0,117,1,20,1,1,1,1,8,7,1,303,1,0,20,22,15,8,4,6,22,346,0,54,0,3,1433,426,18,625,8,0,271,567,63,12,0,0,62,0,1,0,7,111,10,126,5,1,167,5,0,0,20,0,0,1,1,102,18,150,102,113,120,12,10,1,20,9,3,570,9,82,19,53,5,0,6,5,1,2,12,2,31,43,4,652,0,4,3,2,73,22,260,67,8,88,5,12,0,22,38,39,0,0,2,0,3,75,1,3
381,横岗街道,44,22,1,71,0,103,2412,12,0,106,0,224,3,212,1380,13,0,0,623,50,100,0,206,2,130,3618,28,6027,0,110,6,10,0,0,2,0,9,12,0,356,3,0,24,31,11,10,2,9,39,419,0,62,0,7,1025,396,14,786,17,0,264,544,69,8,0,9,71,0,3,0,7,114,15,112,5,3,191,4,1,1,18,0,0,0,0,110,23,205,63,217,147,21,16,0,10,7,0,442,8,82,17,51,2,0,5,11,0,0,10,9,31,67,2,841,0,4,4,0,81,21,270,76,9,146,6,8,0,24,25,37,2,0,0,0,0,92,0,5
382,龙岗街道,59,23,11,134,0,224,3189,28,7,76,1,222,8,383,1757,11,0,3,1008,57,127,2,254,0,137,5089,30,8392,1,212,17,23,1,5,0,0,9,13,0,493,4,0,25,34,23,21,5,9,30,650,0,62,0,20,2483,582,12,952,9,0,313,669,109,7,0,7,101,0,4,0,25,188,6,158,15,1,310,17,0,0,23,0,0,0,0,193,32,286,165,228,223,42,47,0,14,7,0,606,6,100,15,39,6,1,16,19,0,1,15,8,35,76,5,1091,2,6,3,5,160,38,386,123,9,197,2,13,0,22,45,50,6,0,5,0,0,135,5,1
383,深圳市大工业区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,南屏科技园,2,0,0,2,0,1,48,1,0,1,0,11,0,0,42,0,0,0,9,0,0,0,5,0,0,230,0,104,0,2,0,1,0,0,0,0,0,0,0,12,0,0,1,0,1,0,0,0,0,2,0,1,0,0,15,8,0,22,0,0,7,16,1,0,0,0,0,0,0,0,0,1,4,0,0,0,8,0,0,0,1,0,0,0,0,1,1,5,0,1,1,0,0,0,0,0,0,19,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,8,0,0,1,0,0,1,7,2,0,5,0,0,0,1,0,0,0,0,0,0,0,2,0,1
385,洪湾商贸物流中心,0,0,0,0,0,0,3,0,0,0,0,3,0,2,5,0,0,0,3,0,2,0,4,0,1,39,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,下茆镇,2,0,0,0,0,1,19,1,0,0,0,1,0,1,35,2,0,1,4,0,2,0,37,1,1,68,1,111,0,0,0,13,0,0,0,0,2,2,0,10,0,0,0,1,0,0,0,1,0,2,0,0,0,2,24,8,0,9,5,0,9,5,2,1,0,1,0,0,0,0,0,1,0,1,1,0,2,1,2,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,0,0,0,3,0,0,6,0,0,0,0,1,0,2,11,0,4,0,0,0,1,0,3,0,0,0,0,0,2,0,0
387,地豆镇,2,0,0,0,0,0,14,1,0,0,0,1,0,0,23,1,0,0,2,0,3,0,37,0,4,27,0,74,0,0,0,13,0,0,0,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,8,0,4,4,0,2,6,1,0,0,0,0,0,0,0,0,1,2,1,2,0,2,1,2,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0
388,大沙镇,1,0,0,6,0,5,184,6,0,1,1,6,0,12,137,2,0,0,14,1,3,0,55,1,5,327,0,496,0,3,0,11,0,0,0,0,10,4,0,20,0,0,1,0,0,1,0,0,0,16,0,0,0,8,234,22,1,18,6,0,51,35,8,2,0,0,3,0,1,0,0,3,4,7,2,0,15,2,0,0,1,0,0,0,0,11,1,50,42,11,8,2,2,2,1,0,1,40,0,8,0,2,0,0,3,0,0,0,0,0,3,0,0,41,0,0,0,0,2,0,20,14,0,16,0,0,0,2,1,3,0,0,0,0,0,3,0,0
389,威整镇,0,0,0,0,0,0,18,1,0,0,0,0,0,0,11,0,0,0,2,0,1,0,11,0,1,8,0,51,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
390,江谷镇,2,0,0,1,0,1,25,1,0,0,0,3,0,1,20,0,0,0,2,0,0,0,28,0,2,29,0,91,0,0,1,13,0,0,0,0,2,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,4,0,5,4,0,3,8,1,0,0,2,0,0,1,1,0,1,2,1,2,0,3,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,8,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,1,0,4,9,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
391,石狗镇,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,34,0,1,11,0,18,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,罗源镇,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0,0,0,0,0,2,0,5,1,1,6,1,26,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
393,迳口镇,2,0,0,0,0,0,9,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,31,0,0,9,0,47,0,0,1,15,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0,5,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
394,黄田镇,1,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,2,0,1,0,6,0,0,6,0,24,0,0,0,4,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,3,13,3,0,1,1,0,2,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
395,龙甫镇,0,0,0,0,0,1,34,1,0,0,0,1,0,2,32,0,0,0,1,0,3,0,32,0,2,48,0,70,0,0,0,6,0,0,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,1,0,9,0,0,7,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,9,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
396,东城街道,35,6,3,29,0,92,1130,6,1,18,0,4,3,141,642,19,0,1,249,13,2,3,122,3,12,660,2,3981,0,16,1,12,0,0,0,0,9,7,0,164,4,0,5,30,8,2,0,1,0,127,0,33,0,8,987,217,2,192,12,0,69,306,42,3,0,3,28,0,3,0,3,43,2,31,9,0,60,2,0,0,4,0,0,1,0,66,10,73,50,22,70,4,11,0,4,6,0,149,1,36,0,8,3,2,4,5,0,2,4,4,13,6,0,382,1,1,2,0,27,7,173,74,6,74,2,8,0,3,20,35,3,0,0,1,0,10,1,2
397,金鼎工业园,1,0,0,0,0,0,3,0,0,0,0,2,0,0,6,0,0,0,1,0,0,0,8,0,0,86,0,20,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,前山商贸物流中心,0,0,0,1,0,0,19,0,0,0,0,5,0,3,27,0,0,0,7,2,4,0,3,0,1,81,0,90,0,2,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,2,0,5,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,2,0,0,0,0,5,0,22,1,18,1,0,2,0,0,0,0,25,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399,新桥镇,2,0,0,2,0,0,58,3,0,5,0,3,0,3,34,4,0,0,11,0,1,0,66,0,4,73,1,179,0,0,2,4,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,1,73,10,0,15,2,0,32,20,7,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,6,1,33,5,26,1,0,0,0,0,1,1,13,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,1,0,7,15,0,5,0,1,0,1,0,2,0,0,0,0,0,2,0,0
400,新圩镇,2,1,0,0,0,2,70,0,0,1,0,1,0,7,56,4,0,0,2,0,3,0,47,0,1,66,0,156,0,0,5,8,0,0,0,0,8,1,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,87,6,0,18,8,0,6,20,1,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,16,0,32,11,6,1,0,6,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,13,0,0,1,0,0,0,6,14,0,1,0,0,0,1,0,3,1,0,0,0,0,1,0,0
401,高良镇,0,0,0,1,0,0,15,1,0,0,0,2,0,1,27,0,0,0,0,0,0,0,4,0,1,9,0,68,0,1,0,9,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,9,0,7,4,0,1,10,3,3,0,1,1,0,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,1,1,10,15,0,1,0,0,0,2,1,3,1,0,0,0,0,0,0,0
402,白藤街道,4,3,2,5,0,53,220,2,0,3,0,1,1,80,95,0,0,0,71,4,2,0,36,1,9,226,11,603,0,5,13,16,0,3,0,0,4,2,0,38,0,0,1,2,1,1,0,0,0,55,0,3,0,0,167,37,1,49,3,0,3,109,15,3,0,4,5,0,1,0,1,12,4,7,0,0,4,2,0,0,10,0,0,0,0,16,1,16,13,18,30,2,1,1,1,3,0,39,1,10,0,4,0,0,0,1,0,0,0,1,2,1,1,62,0,0,0,1,9,2,31,4,0,20,0,2,0,0,3,7,0,0,0,0,0,0,0,1
403,三灶镇,20,7,2,31,0,84,761,6,1,7,1,37,6,152,396,6,0,1,232,15,41,1,193,2,25,933,12,1724,0,16,8,11,0,0,0,0,5,4,0,85,1,0,11,15,1,2,4,0,0,116,0,18,0,5,371,107,9,195,9,1,32,119,36,8,0,4,16,0,3,0,2,26,13,29,3,0,152,4,2,0,29,0,0,0,1,39,18,46,20,14,63,5,6,4,2,6,1,118,2,22,0,9,0,0,10,1,1,0,6,2,15,12,1,203,3,3,2,0,24,5,127,20,4,67,1,4,0,8,20,12,5,0,1,3,0,21,1,6
404,保税区,0,0,0,1,0,2,28,0,0,0,0,12,0,9,26,0,0,0,10,0,7,0,20,0,0,118,1,86,0,12,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,1,0,0,8,3,1,6,1,0,4,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,1,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
405,湾仔街道,8,1,1,6,0,13,129,1,0,1,1,10,6,28,75,0,0,0,53,1,11,0,20,1,7,102,5,320,0,10,0,1,0,1,2,0,2,1,0,21,0,0,0,2,1,1,0,1,0,20,0,4,0,0,27,13,5,49,3,0,1,27,9,2,0,1,6,0,0,0,0,6,0,7,3,0,15,3,0,0,9,0,0,0,0,3,2,12,0,1,10,2,1,0,1,1,4,25,0,12,1,2,0,0,0,0,0,1,2,0,1,1,1,28,0,1,0,0,6,1,15,10,0,18,0,0,0,2,2,10,0,0,0,0,0,1,1,0
406,狮山街道,18,4,3,39,0,37,342,3,1,5,0,1,0,64,140,2,0,0,169,9,3,1,25,1,23,357,6,1123,0,34,0,0,0,0,0,0,1,2,0,75,0,0,3,26,6,6,2,2,0,145,0,17,0,0,168,60,0,93,3,1,3,72,12,2,0,1,26,0,9,0,5,29,0,35,0,1,7,0,0,0,22,0,0,0,0,24,5,16,9,3,28,4,2,0,3,3,0,33,2,12,3,8,1,0,9,1,0,0,3,0,13,5,0,141,0,0,0,0,23,11,67,27,2,19,0,1,0,3,1,20,3,0,0,0,0,2,0,2
407,井岸镇,37,18,2,42,0,110,973,6,3,23,0,29,0,168,651,23,0,2,187,8,13,0,109,2,31,872,12,2872,0,12,5,19,3,2,0,1,8,12,0,187,0,0,8,34,7,4,1,1,0,257,0,35,0,5,607,237,6,271,14,0,44,225,43,10,5,2,40,0,5,0,3,70,0,40,8,1,116,5,0,0,19,0,0,0,0,63,7,67,66,20,135,11,7,1,3,5,0,130,4,57,2,18,3,0,6,1,1,0,4,3,15,23,0,471,1,2,6,2,42,13,208,65,4,86,2,2,0,8,35,33,0,0,0,0,0,15,0,1
408,乾务镇,8,4,0,5,0,9,237,4,0,2,0,27,0,16,220,2,0,1,32,3,2,0,95,2,15,412,4,683,0,1,7,24,0,0,0,1,8,1,0,39,0,0,0,1,2,1,0,0,0,25,0,4,0,11,241,46,2,77,5,0,27,54,14,1,1,1,6,0,0,0,0,11,2,10,2,0,33,5,0,0,5,0,0,0,0,20,1,16,5,5,21,1,1,0,1,0,0,47,0,17,0,6,0,0,5,0,0,1,1,2,9,4,0,65,0,0,3,1,4,6,37,14,0,24,0,0,0,4,5,10,0,0,0,0,0,10,1,0
409,斗门镇,7,4,0,2,0,3,181,4,0,2,0,4,0,14,123,3,0,2,28,2,2,0,78,2,11,168,4,417,0,4,9,36,0,0,0,0,6,2,0,30,0,0,3,3,0,1,0,0,0,17,0,4,0,6,79,30,1,53,5,0,12,26,6,3,1,3,3,0,0,0,0,7,4,4,2,0,20,5,2,0,1,0,0,0,0,9,2,18,7,3,18,2,1,3,3,1,0,21,1,12,0,2,0,0,0,2,3,0,0,0,3,2,0,51,0,0,0,0,2,4,33,7,1,13,0,1,0,2,1,5,0,1,0,0,0,3,0,1
410,白蕉镇,16,17,2,23,0,72,557,8,2,42,0,18,1,125,395,9,0,1,95,8,17,1,176,3,23,665,12,1649,0,8,10,45,1,1,0,0,14,6,0,86,2,0,4,7,3,1,0,1,0,110,0,12,0,5,791,114,4,129,16,0,47,212,35,6,0,2,21,0,2,0,0,19,9,27,5,0,21,5,2,1,19,0,0,0,1,39,5,75,36,48,58,3,7,9,5,4,0,101,1,21,0,9,7,0,4,1,1,0,2,0,21,6,0,189,1,1,5,0,17,6,74,41,0,43,0,3,1,5,18,11,3,1,0,0,1,14,0,1
411,莲洲镇,2,0,0,2,0,0,78,2,0,0,0,1,0,2,38,1,0,0,9,0,4,0,55,3,3,103,4,238,0,0,6,47,0,0,0,0,3,1,0,20,0,0,0,1,0,0,0,0,0,7,0,0,0,4,56,18,1,12,3,0,6,46,1,1,0,4,0,0,0,0,0,4,4,0,4,0,3,2,0,0,1,0,0,0,0,5,0,5,2,1,3,0,1,0,1,0,0,7,0,6,1,0,0,0,2,0,0,0,0,0,3,0,0,9,0,0,0,0,2,4,25,9,0,7,0,0,0,3,2,1,0,0,0,1,0,1,0,0
